localdatetime,icon,summary,precip,temp,time,uv,wind
2019-04-18-15-23-00,b'partly-cloudy-day',0,Mostly Cloudy,57.55,1555615380,3,6.17
2019-04-18-13-32-58,b'partly-cloudy-day',0,Mostly Cloudy,55.32,1555608778,4,5.26
2019-04-17-00-52-14,b'rain',1,Light Rain,53.93,1555476734,0,5.9
2019-04-16-02-16-47,b'clear-night',0,Clear,46.56,1555395407,0,9.75
2019-04-16-09-16-55,b'clear-day',0,Clear,50.14,1555420615,2,8.74
2019-04-17-01-37-15,b'rain',1,Light Rain,52.54,1555479435,0,6.61
2019-04-15-23-41-43,b'partly-cloudy-night',0,Mostly Cloudy,46.46,1555386103,0,9.7
2019-04-18-06-22-49,b'partly-cloudy-day',0,Mostly Cloudy,51.42,1555582969,0,5.26
2019-04-16-02-26-47,b'clear-night',0,Clear,46.43,1555396007,0,9.76
2019-04-15-18-51-37,b'partly-cloudy-day',0,Mostly Cloudy,50.87,1555368697,0,11.08
2019-04-19-17-15-02,b'partly-cloudy-day',0,Mostly Cloudy,72.18,1555708502,2,9.28
2019-04-16-15-07-02,b'clear-day',0,Clear,64.23,1555441622,5,11.74
2019-04-19-15-19-59,b'partly-cloudy-day',0,Mostly Cloudy,76.39,1555701599,4,11.15
2019-04-15-01-51-16,b'partly-cloudy-night',0,Mostly Cloudy,63.05,1555307476,0,10.67
2019-04-17-12-22-28,b'partly-cloudy-day',0,Mostly Cloudy,59.14,1555518148,5,4.09
2019-04-16-18-32-06,b'clear-day',0,Clear,64.5,1555453926,0,10.75
2019-04-15-05-31-20,b'rain',1,Rain,64.53,1555320680,0,7.08
2019-04-15-16-06-34,b'wind',0,Breezy and Mostly Cloudy,53.3,1555358794,2,19.58
2019-04-18-05-32-48,b'partly-cloudy-night',0,Mostly Cloudy,51.06,1555579968,0,5.31
2019-04-16-10-21-56,b'clear-day',0,Clear,53.61,1555424516,4,11.9
2019-04-17-05-52-20,b'cloudy',0,Overcast,48.26,1555494740,0,3.27
2019-04-18-11-32-55,b'cloudy',0,Overcast,53.16,1555601575,3,7.84
2019-04-18-04-12-46,b'cloudy',0,Overcast,51.56,1555575166,0,7.22
2019-04-16-17-07-04,b'clear-day',0,Clear,66.39,1555448824,2,10.01
2019-04-15-07-01-22,b'rain',1,Light Rain,59.14,1555326082,0,7.1
2019-04-18-23-49-40,b'partly-cloudy-night',0,Partly Cloudy,55.04,1555645780,0,3.29
2019-04-16-13-01-59,b'clear-day',0,Clear,59.67,1555434119,7,11.74
2019-04-18-20-08-06,b'partly-cloudy-night',0,Partly Cloudy,57.31,1555632486,0,3.76
2019-04-16-10-01-56,b'clear-day',0,Clear,52.56,1555423316,4,12.33
2019-04-16-18-47-06,b'clear-day',0,Clear,63.8,1555454826,0,10.52
2019-04-17-00-02-12,b'rain',1,Light Rain,55,1555473732,0,7.41
2019-04-18-23-29-40,b'clear-night',0,Clear,56.2,1555644580,0,3.04
2019-04-16-12-36-59,b'clear-day',0,Clear,59.18,1555432619,7,12.95
2019-04-16-09-36-55,b'clear-day',0,Clear,51.19,1555421815,3,9.17
2019-04-19-09-54-52,b'partly-cloudy-day',0,Mostly Cloudy,66.93,1555682092,3,9.03
2019-04-16-23-52-12,b'rain',1,Light Rain,55.32,1555473132,0,7.56
2019-04-19-15-55-00,b'partly-cloudy-day',0,Mostly Cloudy,77.26,1555703700,3,9.6
2019-04-19-10-54-53,b'partly-cloudy-day',0,Mostly Cloudy,69.21,1555685693,4,8.48
2019-04-17-09-07-24,b'cloudy',0,Overcast,52.74,1555506444,2,3.06
2019-04-15-22-51-42,b'partly-cloudy-night',0,Mostly Cloudy,47.22,1555383102,0,10.93
2019-04-15-01-46-16,b'cloudy',0,Overcast,62.39,1555307176,0,10.3
2019-04-16-03-31-49,b'clear-night',0,Clear,45.57,1555399909,0,8.23
2019-04-15-02-46-17,b'partly-cloudy-night',0,Mostly Cloudy,63.85,1555310777,0,11.35
2019-04-16-01-11-46,b'partly-cloudy-night',0,Partly Cloudy,46.76,1555391506,0,9.31
2019-04-16-05-21-51,b'clear-night',0,Clear,44.25,1555406511,0,6.36
2019-04-17-03-52-18,b'cloudy',0,Overcast,50.36,1555487538,0,3.17
2019-04-17-09-42-25,b'partly-cloudy-day',0,Mostly Cloudy,54.18,1555508545,2,3.36
2019-04-18-03-27-46,b'cloudy',0,Overcast,52.04,1555572466,0,4.02
2019-04-19-07-39-50,b'partly-cloudy-day',0,Mostly Cloudy,62.83,1555673990,1,7.58
2019-04-16-18-17-06,b'clear-day',0,Clear,64.93,1555453026,0,11.15
2019-04-14-23-01-12,b'cloudy',0.63,Overcast,60.34,1555297272,0,5.49
2019-04-16-15-32-02,b'clear-day',0,Clear,64.7,1555443122,4,11.55
2019-04-18-16-08-01,b'partly-cloudy-day',0,Mostly Cloudy,59.1,1555618081,3,4.99
2019-04-18-00-17-42,b'cloudy',0,Overcast,51.03,1555561062,0,3.66
2019-04-16-20-07-08,b'partly-cloudy-night',0,Mostly Cloudy,60.04,1555459628,0,8.31
2019-04-16-15-57-03,b'clear-day',0,Clear,65.01,1555444623,4,10.48
2019-04-15-11-26-28,b'partly-cloudy-day',0.48,Mostly Cloudy,62.41,1555341988,4,10.2
2019-04-19-13-19-56,b'partly-cloudy-day',0,Mostly Cloudy,74.41,1555694396,6,8.95
2019-04-14-22-26-12,b'rain',1,Light Rain,59.66,1555295172,0,3.66
2019-04-16-17-57-05,b'clear-day',0,Clear,65.45,1555451825,1,11.64
2019-04-18-16-28-01,b'partly-cloudy-day',0,Mostly Cloudy,59.72,1555619281,2,4.9
2019-04-16-21-27-09,b'cloudy',0,Overcast,58.67,1555464429,0,8.26
2019-04-19-06-49-49,b'partly-cloudy-day',0,Partly Cloudy,60.35,1555670989,0,5.13
2019-04-17-21-27-38,b'partly-cloudy-night',0,Mostly Cloudy,50.93,1555550858,0,5.81
2019-04-16-21-32-09,b'cloudy',0,Overcast,58.52,1555464729,0,8.25
2019-04-19-11-24-54,b'partly-cloudy-day',0,Mostly Cloudy,69.99,1555687494,5,8.69
2019-04-15-03-46-18,b'cloudy',0,Overcast,65.52,1555314378,0,10.71
2019-04-15-12-31-29,b'rain',1,Light Rain,57.93,1555345889,4,15.07
2019-04-18-06-17-49,b'partly-cloudy-night',0,Mostly Cloudy,51.42,1555582669,0,5.21
2019-04-16-03-06-48,b'clear-night',0,Clear,46.23,1555398408,0,8.57
2019-04-16-16-52-04,b'clear-day',0,Clear,66.3,1555447924,2,10.19
2019-04-17-15-27-31,b'partly-cloudy-day',0,Partly Cloudy,63.19,1555529251,4,6.56
2019-04-17-11-47-27,b'partly-cloudy-day',0,Mostly Cloudy,57.93,1555516047,4,4.37
2019-04-18-19-48-06,b'partly-cloudy-night',0,Partly Cloudy,57.62,1555631286,0,3.79
2019-04-17-04-07-18,b'rain',0.94,Light Rain,50.23,1555488438,0,3.11
2019-04-18-19-38-06,b'partly-cloudy-night',0,Mostly Cloudy,57.72,1555630686,0,3.46
2019-04-16-21-37-10,b'cloudy',0,Overcast,58.17,1555465030,0,7.94
2019-04-18-02-12-44,b'cloudy',0,Overcast,51.7,1555567964,0,3.29
2019-04-15-17-11-35,b'partly-cloudy-day',0,Mostly Cloudy,52.68,1555362695,1,12.61
2019-04-16-15-47-03,b'clear-day',0,Clear,64.78,1555444023,4,10.56
2019-04-15-17-56-36,b'partly-cloudy-day',0,Mostly Cloudy,52.18,1555365396,0,9.75
2019-04-18-01-07-43,b'partly-cloudy-night',0,Mostly Cloudy,51.81,1555564063,0,6.62
2019-04-15-05-01-20,b'rain',1,Rain,64.47,1555318880,0,9.42
2019-04-17-14-52-30,b'partly-cloudy-day',0,Partly Cloudy,62.63,1555527150,5,5.63
2019-04-15-10-36-27,b'clear-day',0.5,Clear,62.22,1555338987,4,9.12
2019-04-16-10-36-57,b'clear-day',0,Clear,54.39,1555425417,5,11.73
2019-04-18-08-17-51,b'cloudy',0,Overcast,53.28,1555589871,1,6.73
2019-04-18-07-52-51,b'cloudy',0,Overcast,53.11,1555588371,1,5.98
2019-04-18-15-48-00,b'partly-cloudy-day',0,Mostly Cloudy,58.16,1555616880,3,5.24
2019-04-16-04-56-50,b'clear-night',0,Clear,44.63,1555405010,0,6.16
2019-04-15-21-41-41,b'partly-cloudy-night',0,Partly Cloudy,47.18,1555378901,0,10.16
2019-04-16-15-12-02,b'clear-day',0,Clear,64.33,1555441922,5,11.7
2019-04-18-05-22-48,b'partly-cloudy-night',0,Mostly Cloudy,51.13,1555579368,0,5.07
2019-04-17-07-22-22,b'cloudy',0,Overcast,49.02,1555500142,0,0.72
2019-04-17-07-12-22,b'cloudy',0,Overcast,48.97,1555499542,0,0.86
2019-04-15-05-46-21,b'rain',1,Rain,64.34,1555321581,0,3.35
2019-04-17-05-07-19,b'rain',1,Light Rain,49.21,1555492039,0,3.89
2019-04-18-00-47-42,b'rain',1,Light Rain,50.7,1555562862,0,3.34
2019-04-18-16-53-02,b'partly-cloudy-day',0,Mostly Cloudy,58.54,1555620782,2,4.8
2019-04-17-20-27-37,b'partly-cloudy-night',0,Partly Cloudy,50.24,1555547257,0,7.23
2019-04-16-04-21-50,b'clear-night',0,Clear,44.51,1555402910,0,6.99
2019-04-19-08-34-51,b'partly-cloudy-day',0,Partly Cloudy,63.87,1555677291,2,7.89
2019-04-15-08-56-25,b'partly-cloudy-day',0.43,Partly Cloudy,60.72,1555332985,2,4.49
2019-04-15-08-01-23,b'partly-cloudy-day',0,Mostly Cloudy,60.07,1555329683,1,3.4
2019-04-14-23-11-13,b'cloudy',0.4,Overcast,60.44,1555297873,0,5.73
2019-04-17-15-57-32,b'clear-day',0,Clear,60.3,1555531052,4,7.32
2019-04-17-04-57-19,b'cloudy',0.18,Overcast,49.3,1555491439,0,4
2019-04-15-16-21-34,b'wind',0,Breezy and Mostly Cloudy,53.09,1555359694,2,19.45
2019-04-15-23-11-43,b'partly-cloudy-night',0,Mostly Cloudy,46.97,1555384303,0,10.75
2019-04-17-16-07-32,b'clear-day',0,Clear,60.24,1555531652,3,7.49
2019-04-16-22-12-10,b'partly-cloudy-night',0.01,Mostly Cloudy,57.17,1555467130,0,8.43
2019-04-16-03-16-48,b'clear-night',0,Clear,45.97,1555399008,0,8.43
2019-04-19-12-54-56,b'partly-cloudy-day',0,Mostly Cloudy,72.73,1555692896,5,7.75
2019-04-15-10-46-27,b'rain',1,Rain,62.5,1555339587,4,9.58
2019-04-16-04-11-49,b'clear-night',0,Clear,44.69,1555402309,0,7.05
2019-04-17-19-47-36,b'partly-cloudy-night',0,Partly Cloudy,52.07,1555544856,0,7.4
2019-04-15-14-46-32,b'partly-cloudy-day',0,Mostly Cloudy,55.49,1555353992,3,11.41
2019-04-17-22-57-40,b'partly-cloudy-night',0,Mostly Cloudy,51.32,1555556260,0,2.86
2019-04-19-03-59-45,b'clear-night',0,Clear,58.65,1555660785,0,8.47
2019-04-18-05-52-48,b'partly-cloudy-night',0,Mostly Cloudy,51.45,1555581168,0,4.88
2019-04-15-11-41-28,b'rain',1,Light Rain,62.12,1555342888,4,10.35
2019-04-19-18-20-04,b'partly-cloudy-day',0,Partly Cloudy,70.67,1555712404,0,11.43
2019-04-17-23-42-41,b'cloudy',0,Overcast,50.88,1555558961,0,3.81
2019-04-17-14-07-30,b'partly-cloudy-day',0,Partly Cloudy,60.87,1555524450,6,4.47
2019-04-16-13-57-01,b'clear-day',0,Clear,62.46,1555437421,7,12.02
2019-04-15-14-16-32,b'cloudy',0,Overcast,55,1555352192,3,16.82
2019-04-18-21-03-07,b'clear-night',0.3,Clear,57.73,1555635787,0,4.62
2019-04-17-01-57-16,b'rain',1,Light Rain,51.14,1555480636,0,5.59
2019-04-16-20-52-09,b'cloudy',0,Overcast,59.77,1555462329,0,8.43
2019-04-15-03-31-18,b'partly-cloudy-night',0,Mostly Cloudy,64.75,1555313478,0,12.04
2019-04-19-05-09-47,b'partly-cloudy-night',0,Partly Cloudy,59,1555664987,0,9.76
2019-04-16-20-27-08,b'partly-cloudy-night',0,Mostly Cloudy,59.2,1555460828,0,7.85
2019-04-18-01-02-42,b'partly-cloudy-night',0,Mostly Cloudy,51.75,1555563762,0,6.18
2019-04-15-03-51-18,b'cloudy',0,Overcast,65.69,1555314678,0,10.69
2019-04-18-20-48-07,b'clear-night',0,Clear,57.81,1555634887,0,4.07
2019-04-16-15-02-02,b'clear-day',0,Clear,64.14,1555441322,5,11.78
2019-04-17-05-22-20,b'rain',0.96,Drizzle,49.11,1555492940,0,3.72
2019-04-17-10-07-25,b'cloudy',0,Overcast,55.22,1555510045,3,5.29
2019-04-17-00-12-13,b'rain',1,Drizzle,54.76,1555474333,0,7.23
2019-04-15-13-11-30,b'cloudy',0,Overcast,55.75,1555348290,3,14.39
2019-04-17-08-37-23,b'partly-cloudy-day',0,Mostly Cloudy,51.1,1555504643,1,0.86
2019-04-15-12-26-29,b'rain',1,Light Rain,58.06,1555345589,4,14.85
2019-04-19-13-34-57,b'partly-cloudy-day',0,Mostly Cloudy,75.04,1555695297,6,9.66
2019-04-14-22-16-12,b'rain',1,Light Rain,59.64,1555294572,0,3.56
2019-04-19-16-15-01,b'partly-cloudy-day',0,Mostly Cloudy,76.86,1555704901,3,9.42
2019-04-17-09-12-24,b'cloudy',0,Overcast,52.94,1555506744,2,3.1
2019-04-17-13-47-29,b'partly-cloudy-day',0,Partly Cloudy,61.7,1555523249,5,4.08
2019-04-15-16-31-34,b'wind',0,Breezy and Mostly Cloudy,52.95,1555360294,2,19.37
2019-04-14-23-41-13,b'rain',1,Drizzle,60.06,1555299673,0,5.17
2019-04-15-02-06-16,b'partly-cloudy-night',0,Mostly Cloudy,63.56,1555308376,0,11.26
2019-04-15-09-51-26,b'clear-day',0,Clear,60.82,1555336286,3,5.61
2019-04-16-00-16-44,b'partly-cloudy-night',0,Mostly Cloudy,46.85,1555388204,0,11.39
2019-04-16-08-11-54,b'clear-day',0,Clear,46.66,1555416714,1,7.41
2019-04-15-10-56-27,b'rain',1,Rain,62.63,1555340187,4,9.82
2019-04-15-11-36-28,b'rain',1,Light Rain,62.25,1555342588,4,9.8
2019-04-15-18-56-37,b'partly-cloudy-day',0,Mostly Cloudy,50.71,1555368997,0,11.14
2019-04-18-16-43-02,b'partly-cloudy-day',0,Mostly Cloudy,59.17,1555620182,2,5.09
2019-04-16-07-01-53,b'clear-day',0,Clear,44.31,1555412513,0,7.12
2019-04-15-10-06-26,b'clear-day',0.01,Clear,61.15,1555337186,4,6.6
2019-04-17-23-57-41,b'cloudy',0,Overcast,51.11,1555559861,0,3.51
2019-04-18-02-47-44,b'cloudy',0,Overcast,51.74,1555570064,0,3.79
2019-04-17-15-12-31,b'partly-cloudy-day',0,Partly Cloudy,63.04,1555528351,4,6.22
2019-04-16-08-51-55,b'clear-day',0,Clear,48.59,1555419115,2,9.07
2019-04-16-23-17-12,b'rain',1,Drizzle,56.65,1555471032,0,7.84
2019-04-15-17-26-35,b'partly-cloudy-day',0,Mostly Cloudy,52.54,1555363595,1,12.96
2019-04-16-14-52-02,b'clear-day',0,Clear,64.63,1555440722,5,11.83
2019-04-18-06-42-49,b'partly-cloudy-day',0,Mostly Cloudy,51.43,1555584169,0,5.48
2019-04-17-13-32-29,b'partly-cloudy-day',0,Partly Cloudy,61.18,1555522349,5,3.66
2019-04-18-09-52-53,b'cloudy',0,Overcast,53.59,1555595573,2,7.14
2019-04-18-23-34-40,b'clear-night',0,Clear,56.19,1555644880,0,3.13
2019-04-16-13-22-00,b'clear-day',0,Clear,60.38,1555435320,7,11.87
2019-04-17-17-02-33,b'clear-day',0,Clear,60.07,1555534953,2,6.74
2019-04-18-19-28-05,b'partly-cloudy-day',0,Mostly Cloudy,57.94,1555630085,0,3.46
2019-04-18-13-22-57,b'cloudy',0,Overcast,54.92,1555608177,4,5.08
2019-04-15-15-56-34,b'wind',0,Breezy and Mostly Cloudy,53.53,1555358194,2,19.34
2019-04-16-04-06-49,b'clear-night',0,Clear,44.78,1555402009,0,7.08
2019-04-17-17-37-34,b'clear-day',0,Clear,59.21,1555537054,1,7.33
2019-04-15-01-21-15,b'cloudy',0,Overcast,61.35,1555305675,0,10.07
2019-04-15-02-21-16,b'partly-cloudy-night',0,Mostly Cloudy,63.88,1555309276,0,11.74
2019-04-15-17-21-35,b'partly-cloudy-day',0,Mostly Cloudy,52.63,1555363295,1,12.95
2019-04-18-07-27-50,b'cloudy',0,Overcast,51.02,1555586870,0,7.11
2019-04-18-06-52-50,b'cloudy',0,Overcast,51.16,1555584770,0,5.59
2019-04-19-00-59-41,b'clear-night',0,Clear,55.59,1555649981,0,5.49
2019-04-16-15-37-03,b'clear-day',0,Clear,65.36,1555443423,4,10.8
2019-04-19-01-54-43,b'clear-night',0,Clear,56.83,1555653283,0,5.61
2019-04-17-06-47-21,b'cloudy',0,Overcast,47.64,1555498041,0,3.02
2019-04-16-22-57-11,b'rain',1,Drizzle,57.19,1555469831,0,7.92
2019-04-15-02-36-17,b'partly-cloudy-night',0,Mostly Cloudy,63.6,1555310177,0,10.83
2019-04-18-10-17-54,b'cloudy',0,Overcast,53.27,1555597074,3,7.18
2019-04-16-00-11-44,b'partly-cloudy-night',0,Mostly Cloudy,46.93,1555387904,0,11.58
2019-04-15-09-16-25,b'partly-cloudy-day',0,Partly Cloudy,61.49,1555334185,2,6.2
2019-04-19-02-39-43,b'clear-night',0,Clear,57.7,1555655983,0,6.75
2019-04-18-08-42-52,b'cloudy',0,Overcast,53.25,1555591372,1,7.91
2019-04-18-13-47-58,b'partly-cloudy-day',0,Mostly Cloudy,54.95,1555609678,4,6.1
2019-04-16-02-41-48,b'clear-night',0,Clear,46.24,1555396908,0,9.77
2019-04-15-04-16-19,b'cloudy',0,Overcast,65.97,1555316179,0,11.01
2019-04-15-19-41-38,b'partly-cloudy-night',0,Mostly Cloudy,48.9,1555371698,0,13.09
2019-04-19-06-44-48,b'partly-cloudy-day',0,Partly Cloudy,60.3,1555670688,0,5.07
2019-04-18-02-57-45,b'cloudy',0,Overcast,52.07,1555570665,0,3.8
2019-04-17-08-22-23,b'partly-cloudy-day',0,Mostly Cloudy,50.7,1555503743,1,0.73
2019-04-17-12-52-28,b'partly-cloudy-day',0,Mostly Cloudy,59.75,1555519948,5,3.18
2019-04-15-18-11-36,b'rain',0.75,Drizzle,51.81,1555366296,0,9.84
2019-04-18-18-53-04,b'partly-cloudy-day',0,Partly Cloudy,58.64,1555627984,0,3.52
2019-04-16-19-52-08,b'partly-cloudy-night',0,Mostly Cloudy,60.78,1555458728,0,8.61
2019-04-18-21-08-07,b'rain',1,Drizzle,57.59,1555636087,0,4.69
2019-04-18-22-24-38,b'partly-cloudy-night',0,Partly Cloudy,56.25,1555640678,0,3.26
2019-04-18-23-09-39,b'clear-night',0,Clear,56.34,1555643379,0,2.3
2019-04-15-12-06-29,b'rain',0.89,Drizzle,58.6,1555344389,4,14.26
2019-04-18-20-38-07,b'partly-cloudy-night',0,Partly Cloudy,57.05,1555634287,0,4.13
2019-04-15-00-11-14,b'partly-cloudy-night',0,Mostly Cloudy,60.59,1555301474,0,6.4
2019-04-16-05-41-51,b'clear-night',0,Clear,43.9,1555407711,0,6.64
2019-04-15-12-51-30,b'rain',0.7,Drizzle,56.34,1555347090,3,14.06
2019-04-15-01-41-16,b'partly-cloudy-night',0,Mostly Cloudy,62.24,1555306876,0,11.19
2019-04-16-23-02-11,b'rain',1,Light Rain,57.06,1555470131,0,7.88
2019-04-19-05-54-47,b'partly-cloudy-night',0,Partly Cloudy,59.74,1555667687,0,5.46
2019-04-16-08-31-54,b'clear-day',0,Clear,47.56,1555417914,1,7.86
2019-04-19-06-59-49,b'partly-cloudy-day',0,Mostly Cloudy,61.81,1555671589,0,6.19
2019-04-15-07-16-22,b'rain',1,Drizzle,59.35,1555326982,0,7.13
2019-04-16-03-01-48,b'clear-night',0,Clear,46.36,1555398108,0,8.64
2019-04-16-08-01-54,b'clear-day',0,Clear,46.45,1555416114,1,7.19
2019-04-17-03-02-17,b'cloudy',0,Overcast,50.61,1555484537,0,4.09
2019-04-16-19-02-06,b'clear-day',0,Clear,63.37,1555455726,0,10.17
2019-04-15-19-21-38,b'partly-cloudy-day',0.02,Mostly Cloudy,49.93,1555370498,0,11.46
2019-04-16-07-56-54,b'clear-day',0,Clear,46.26,1555415814,1,7.05
2019-04-18-18-38-04,b'partly-cloudy-day',0,Mostly Cloudy,58.68,1555627084,0,5.76
2019-04-17-00-22-13,b'rain',1,Light Rain,54.51,1555474933,0,7.06
2019-04-18-19-23-05,b'partly-cloudy-day',0,Mostly Cloudy,58.05,1555629785,0,3.45
2019-04-17-22-37-40,b'partly-cloudy-night',0,Mostly Cloudy,50.84,1555555060,0,2.69
2019-04-17-04-27-19,b'rain',1,Drizzle,50.1,1555489639,0,3.16
2019-04-16-11-46-58,b'clear-day',0,Clear,57.18,1555429618,6,12.83
2019-04-16-22-37-11,b'partly-cloudy-night',0,Mostly Cloudy,56.73,1555468631,0,8.43
2019-04-15-01-26-15,b'cloudy',0.61,Overcast,61.57,1555305975,0,10.35
2019-04-15-13-31-31,b'cloudy',0,Overcast,55.13,1555349491,3,14.59
2019-04-16-07-41-53,b'clear-day',0,Clear,45.49,1555414913,0,7.95
2019-04-18-13-52-58,b'partly-cloudy-day',0,Mostly Cloudy,53.9,1555609978,4,5.16
2019-04-15-09-21-25,b'partly-cloudy-day',0,Partly Cloudy,61.69,1555334485,2,6.6
2019-04-15-05-06-20,b'rain',1,Rain,64.48,1555319180,0,9.03
2019-04-18-17-43-03,b'partly-cloudy-day',0,Mostly Cloudy,59.05,1555623783,1,5.89
2019-04-16-05-06-51,b'clear-night',0,Clear,44.44,1555405611,0,6.17
2019-04-19-04-14-46,b'clear-night',0,Clear,58.66,1555661686,0,8.7
2019-04-15-15-01-33,b'partly-cloudy-day',0,Mostly Cloudy,55,1555354893,3,12.31
2019-04-16-08-21-54,b'clear-day',0,Clear,47.11,1555417314,1,7.63
2019-04-17-08-02-23,b'cloudy',0,Overcast,50.17,1555502543,1,0.65
2019-04-17-19-22-36,b'partly-cloudy-day',0,Partly Cloudy,53.54,1555543356,0,7.89
2019-04-16-06-56-52,b'clear-day',0,Clear,44.25,1555412212,0,7.03
2019-04-19-06-09-48,b'partly-cloudy-night',0,Partly Cloudy,59.83,1555668588,0,5.57
2019-04-17-16-52-33,b'clear-day',0,Clear,60.16,1555534353,2,6.62
2019-04-15-23-56-44,b'partly-cloudy-night',0,Mostly Cloudy,47.14,1555387004,0,12.02
2019-04-15-18-31-37,b'partly-cloudy-day',0.01,Mostly Cloudy,51.3,1555367497,0,10.12
2019-04-16-01-06-46,b'partly-cloudy-night',0,Partly Cloudy,46.82,1555391206,0,9.36
2019-04-19-16-20-01,b'partly-cloudy-day',0,Mostly Cloudy,76.72,1555705201,3,9.37
2019-04-19-04-09-45,b'clear-night',0.81,Clear,58.66,1555661385,0,8.62
2019-04-19-00-09-40,b'partly-cloudy-night',0,Partly Cloudy,55.05,1555646980,0,3.29
2019-04-16-09-31-55,b'clear-day',0,Clear,50.93,1555421515,3,8.99
2019-04-15-06-56-22,b'rain',1,Light Rain,59.17,1555325782,0,6.76
2019-04-15-22-21-41,b'partly-cloudy-night',0,Partly Cloudy,47.18,1555381301,0,9.05
2019-04-18-16-18-01,b'partly-cloudy-day',0,Mostly Cloudy,59.41,1555618681,2,4.94
2019-04-15-20-36-39,b'partly-cloudy-night',0,Partly Cloudy,47.04,1555374999,0,11.4
2019-04-17-12-37-28,b'partly-cloudy-day',0,Partly Cloudy,59.71,1555519048,5,3.96
2019-04-17-17-27-33,b'clear-day',0,Clear,59.11,1555536453,1,7.22
2019-04-15-06-31-21,b'rain',1,Drizzle,60.24,1555324281,0,6.85
2019-04-17-12-27-28,b'partly-cloudy-day',0,Mostly Cloudy,59.33,1555518448,5,4.04
2019-04-19-03-39-45,b'clear-night',0.47,Clear,58.46,1555659585,0,7.98
2019-04-17-10-52-26,b'cloudy',0,Overcast,56.11,1555512746,3,4.73
2019-04-17-12-17-28,b'partly-cloudy-day',0,Mostly Cloudy,58.94,1555517848,5,4.15
2019-04-18-23-14-39,b'clear-night',0,Clear,56.33,1555643679,0,2.37
2019-04-19-07-19-49,b'partly-cloudy-day',0,Mostly Cloudy,62.32,1555672789,0,6.87
2019-04-16-09-46-56,b'clear-day',0,Clear,51.71,1555422416,3,9.66
2019-04-17-13-17-29,b'partly-cloudy-day',0,Mostly Cloudy,60.65,1555521449,5,3.34
2019-04-15-23-51-44,b'partly-cloudy-night',0,Mostly Cloudy,47.18,1555386704,0,11.99
2019-04-15-15-36-33,b'cloudy',0,Overcast,54.38,1555356993,2,12.62
2019-04-17-22-17-39,b'partly-cloudy-night',0,Mostly Cloudy,50.95,1555553859,0,2.8
2019-04-17-08-42-24,b'cloudy',0,Overcast,50.44,1555504944,1,0.95
